chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent,pair
Ag-Cr-S,Ag,Cr,S,Cr5AgS8_676751_POSCAR,35,local_max_drop,9.3766869,-0.21835633229079,-0.1581825539100779,-0.060173778380712,9.029402,17.01695,0.01856135,mp-676751,Cr5AgS8,Monoclinic,P2_1/m,11,0.011941100297624,-0.905970127976189,False,0.0,True,3.951055022973299,28,524.8160869839636,18.7434316779987,215.6198188590694,0.4108483413650731,41.08483413650731,Ag-Cr
Ag-Mn-O,Ag,Mn,O,MnAgO2_996995_POSCAR,35,global_gradient_fallback,3.774142775,-0.03137127846746,-0.0277138856511964,-0.0036573928162635,3.338665,7.112808,0.00760262,mp-996995,MnAgO2,Monoclinic,C2/m,12,0.0,-1.431450102399425,True,0.289499999999999,False,6.466486922597943,4,50.02428537290052,12.50607134322513,26.428065956485668,0.5283047175882787,52.83047175882787,Ag-Mn
Ag-Nb-O,Ag,Nb,O,Nb13AgO33_1210284_POSCAR,35,local_max_drop,5.7712823999,-0.16521497294258,-0.1052135692581558,-0.0600014036844241,5.578906,9.426428,0.02163488,mp-1210284,Nb13AgO33,Monoclinic,C2/m,12,0.003730815053199,-2.653369768164892,False,1.79,False,4.500350150590352,47,680.2630371101633,14.473681640641772,292.70539195946736,0.4302826641925364,43.02826641925365,Ag-Nb
Ag-Rh-S,Ag,Rh,S,Ag2_RhS_15_1201221_POSCAR,35,local_max_drop,13.7230983,-0.68998770888141,-0.4768707744354016,-0.2131169344460084,13.214835,24.904882,0.03801568,mp-1201221,Ag2(RhS)15,Cubic,Pm-3m,221,0.063735405975997,-0.462495538718727,False,0.0,True,7.083189685641985,64,1050.4012194270365,16.41251905354744,556.3630318132153,0.5296671610079579,52.966716100795786,Ag-Rh
Ag-V-O,Ag,V,O,V6AgO15_757033_POSCAR,35,local_max_drop,11.3430177994,-0.14274081141953,-0.0792215165304368,-0.0635192948890931,10.61121,17.929286,0.00834459,mp-757033,V6AgO15,Triclinic,P-1,2,0.02878973545455,-2.174808889621211,False,0.0,True,3.958282344303172,44,548.306463124887,12.461510525565616,241.6976098010503,0.4408075156064668,44.08075156064669,Ag-V
Ag-Y-O,Ag,Y,O,YAgO3_1369873_POSCAR,35,local_max_drop,7.6912346,-0.18565681817804,-0.1141445693847368,-0.0715122487933031,6.867174,13.459661,0.01807916,mp-1369873,YAgO3,Orthorhombic,Pnma,62,0.079617331708333,-2.084660176333332,False,0.0072,False,6.185094103225859,20,262.8602745640324,13.14301372820162,180.4549753553701,0.6865053141052377,68.65053141052377,Ag-Y
Au-Ta-S,Au,Ta,S,Ta5AuS_669370_POSCAR,35,local_max_drop,11.1503494889,-0.50347340206696,-0.2695531117121095,-0.2339202903548504,9.61237,18.840246,0.02960407,mp-669370,Ta5AuS,Cubic,F-43m,216,0.0,-0.387679552023805,True,0.0,True,15.211879356328824,28,495.0528311480107,17.680458255286094,473.1335883790587,0.9557234270974232,95.57234270974232,Au-Ta
Cd-Co-O,Cd,Co,O,Cd_CoO2_2_754042_POSCAR,35,local_max_drop,6.5799237532,-0.20589098842621,-0.1117606599537755,-0.0941303284724344,5.60512,11.941343,0.01751793,mp-754042,Cd(CoO2)2,Orthorhombic,Pmmn,59,0.004170140714285,-1.315091268571426,False,1.6511,False,6.578743263082807,28,297.11152870553354,10.611126025197626,136.33205214035803,0.4588581693020615,45.88581693020616,Cd-Co
Cd-Cr-O,Cd,Cr,O,Cr2CdO4_19262_POSCAR,35,global_gradient_fallback,6.8722386641,-0.10486281546647,-0.0839991146062803,-0.0208637008601896,6.343605,12.951527,0.01253195,mp-19262,Cr2CdO4,Cubic,Fd-3m,227,0.0,-2.141551745,True,1.8327,False,5.790301382345762,14,160.8263377757412,11.487595555410085,79.64738273537283,0.4952384282133839,49.523842821338384,Cd-Cr
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_1283389_POSCAR,35,global_gradient_fallback,6.6575206185,-0.072057880639488,-0.0704473754642781,-0.0016105051752098,6.124919,13.04874,0.0100072,mp-1283389,Cd(FeO2)2,Monoclinic,C2/m,12,0.272493922857142,-1.344556262857142,False,0.0,True,5.931794774848385,14,161.29990958617293,11.521422113298067,73.18573821030853,0.4537246077699117,45.37246077699117,Cd-Fe
Cd-Mn-O,Cd,Mn,O,Mn2CdO4_18720_POSCAR,35,global_gradient_fallback,6.7665355996,-0.092143788957597,-0.0656208819130519,-0.026522907044545,5.985781,12.752317,0.009654,mp-18720,Mn2CdO4,Tetragonal,I4_1/amd,141,0.0,-1.862363835123151,True,0.0,True,5.658383257797477,14,168.0292372728739,12.00208837663385,79.64738273537283,0.4740090714452755,47.40090714452755,Cd-Mn
Cd-Mn-S,Cd,Mn,S,Mn4CdS5_1221768_POSCAR,35,global_gradient_fallback,7.6579002202,-0.076747846993003,-0.0740227910105133,-0.0027250559824896,7.019742,15.63488,0.00865141,mp-1221768,Mn4CdS5,Tetragonal,I4/m,87,0.063082338999999,-1.004526325699355,False,0.0,True,4.433360018649689,10,184.46412152953968,18.446412152953968,81.75088007888101,0.443180383269218,44.31803832692181,Cd-Mn
Cd-Nb-O,Cd,Nb,O,Nb6CdO16_773090_POSCAR,35,local_max_drop,11.8650195,-0.384451979196,-0.2569778255461163,-0.1274741536498836,11.074018,19.379532,0.027513,mp-773090,Nb6CdO16,Orthorhombic,Pmc2_1,26,0.049349634270184,-2.858967111521739,False,1.722799999999999,False,4.938124018092108,92,1245.3255142364194,13.536146893874124,570.5397660666459,0.4581450870027959,45.8145087002796,Cd-Nb
Cd-Nb-S,Cd,Nb,S,Nb6CdS8_1220444_POSCAR,35,local_max_drop,14.0816233945,-0.16051934066506,-0.0882492411615473,-0.0722700995035126,12.139331,23.793088,0.00769893,mp-1220444,Nb6CdS8,Trigonal,P-3,147,0.033029042,-1.261373705333332,False,0.0,True,5.571511734215976,15,276.09604976438754,18.40640331762584,162.15916074374334,0.5873287969245679,58.732879692456784,Cd-Nb
Cd-Ni-O,Cd,Ni,O,Cd_NiO2_2_756341_POSCAR,35,global_gradient_fallback,7.195130319,-0.081184561011829,-0.0690269222715851,-0.0121576387402438,6.907325,14.102455,0.0088486,mp-756341,Cd(NiO2)2,Tetragonal,I4_1/amd,141,0.003756616666665,-1.078691433571428,False,0.125,False,6.3781245134536615,14,152.97874424411987,10.927053160294276,66.5951962330625,0.4353231984097833,43.53231984097833,Cd-Ni
Cd-Pd-O,Cd,Pd,O,CdPd3O4_13675_POSCAR,35,local_max_drop,7.2061496875,-0.21794151129241,-0.1564055048536924,-0.0615360064387175,6.917904,14.124053,0.02134166,mp-13675,CdPd3O4,Cubic,Pm-3n,223,0.003593825000001,-0.925313815624998,False,0.0,True,8.591929454543923,16,191.5930708559616,11.9745669284976,102.14637185734928,0.5331423072922207,53.31423072922207,Cd-Pd
Cd-Tc-O,Cd,Tc,O,CdTcO3_1189706_POSCAR,35,local_max_drop,6.0035811,-0.23348590594388,-0.1742343556783371,-0.0592515502655428,5.730691,13.371612,0.02232125,mp-1189706,CdTcO3,Orthorhombic,Pnma,62,0.1159108135,-1.552568544999999,False,0.0,True,7.18272824752602,20,238.9613288887264,11.94806644443632,117.70492097869352,0.4925689086433873,49.256890864338736,Cd-Tc
Cd-Ti-O,Cd,Ti,O,Ti2CdO5_849246_POSCAR,35,global_gradient_fallback,7.66250156,-0.056998281638846,-0.0514075696233395,-0.0055907120155064,7.388841,13.409378,0.0073665,mp-849246,Ti2CdO5,Orthorhombic,Cmcm,63,0.042959304687499,-2.942224596458333,False,2.5113,False,4.641201002048208,16,206.1841523742546,12.886509523390911,105.68706406407073,0.5125857775540049,51.258577755400495,Cd-Ti
Cd-V-O,Cd,V,O,V3CdO7_1179420_POSCAR,35,local_max_drop,8.077866,-0.1622731968485,-0.0930986554615388,-0.0691745413869611,7.539342,13.193848,0.01357696,mp-1179420,V3CdO7,Orthorhombic,Pnma,62,0.09373219068181,-2.223835990227273,False,1.8561,False,3.888491692352277,44,644.3704761167897,14.644783548108858,263.7796299908815,0.4093602046768394,40.936020467683946,Cd-V
Cd-Zr-O,Cd,Zr,O,Zr4CdO9_676286_POSCAR,35,local_max_drop,24.4782041147,-0.18635380788275,-0.1050451570937819,-0.0813086507889681,23.634128,41.359724,0.00524072,mp-676286,Zr4CdO9,Monoclinic,C2/m,12,0.079002184999994,-3.382120368928572,False,2.5075000000000003,False,5.734274545196813,28,359.8347345080291,12.851240518143896,226.2863888087889,0.6288619944324461,62.88619944324461,Cd-Zr
Co-Cr-O,Co,Cr,O,CrCo3O8_754623_POSCAR,35,global_gradient_fallback,6.4326573386,-0.049794446927269,-0.0434825326063616,-0.0063119143209073,6.185247,12.123085,0.00639037,mp-754623,CrCo3O8,Trigonal,R-3m,166,0.103458840000004,-1.215452146666667,False,0.4764,False,4.456399200727292,12,132.94706698594084,11.078922248828404,46.02104417477969,0.3461606579079057,34.616065790790564,Co-Cr
Co-Cu-O,Co,Cu,O,Co9Cu3O16_2767725_POSCAR,35,local_max_drop,7.6070175726,-0.21381171652605,-0.128911987616912,-0.0848997289091379,7.043535,13.805328,0.01768914,mp-2767725,Co9Cu3O16,Orthorhombic,C222,21,0.0,-1.234326876071429,True,0.0,True,6.270978503168135,28,258.71429114229846,9.239796112224946,123.58281570081886,0.4776806691086331,47.76806691086332,Co-Cu
Co-Fe-O,Co,Fe,O,FeCo3O8_771245_POSCAR,35,global_gradient_fallback,6.4148026051,-0.038023675463968,-0.0342393275481528,-0.0037843479158151,5.921356,12.089436,0.00491381,mp-771245,FeCo3O8,Trigonal,R3m,160,0.119395476041669,-1.040573050833333,False,0.0,True,4.561812443491929,12,131.27599139719948,10.939665949766622,44.40563304351362,0.3382616468624203,33.82616468624203,Co-Fe
Co-Hf-O,Co,Hf,O,HfCoO3_753534_POSCAR,35,local_max_drop,7.0250959999,-0.14756013378528,-0.0868051809796418,-0.0607549528056381,6.214508,13.239604,0.01202803,mp-753534,HfCoO3,Orthorhombic,Pnma,62,0.094861511999996,-2.825757570999999,False,2.5156,False,8.2492444494734,20,229.8166236876694,11.49083118438347,137.7649367384505,0.5994559250234175,59.94559250234175,Co-Hf
Co-Mn-O,Co,Mn,O,MnCo3O8_773602_POSCAR,35,global_gradient_fallback,6.4529787941,-0.037764622136398,-0.0316035112830364,-0.0061611108533615,5.956596,12.161383,0.0042586,mp-773602,MnCo3O8,Trigonal,R-3m,166,0.025675966180557,-1.234280509827585,False,0.0,True,4.474282979546723,12,133.50751837729786,11.125626531441489,46.02104417477969,0.3447075096154681,34.47075096154681,Co-Mn
Co-Mn-S,Co,Mn,S,MnCoS_1008876_POSCAR,35,global_gradient_fallback,4.4972631682,-0.035425040138251,-0.0190237826583458,-0.0164012574799051,3.997567,8.1617,0.00400333,mp-1008876,MnCoS,Cubic,F-43m,216,0.286228594952381,-0.211969025143678,False,0.0,True,6.021095870706779,3,40.24729601083481,13.415765336944936,24.477698216493845,0.6081824282034825,60.818242820348246,Co-Mn
Co-Mo-O,Co,Mo,O,CoMoO3_1183772_POSCAR,35,global_gradient_fallback,4.18278,-0.072494547405946,-0.0500665008935029,-0.022428046512443,3.18688,9.75982,0.00858388,mp-1183772,CoMoO3,Cubic,Pm-3m,221,0.6738278065000021,-1.047837765,False,0.0,True,5.328963454597332,5,63.216023109056,12.6432046218112,27.290504349329552,0.43170232809884,43.170232809884006,Co-Mo
Co-Nb-O,Co,Nb,O,Nb2Co4O9_2767524_POSCAR,35,local_max_drop,6.4042538926,-0.25829525284638,-0.1917194088514343,-0.0665758439949456,5.891914,12.552338,0.02803745,mp-2767524,Nb2Co4O9,Triclinic,P1,1,0.036764583333335,-1.880856093916666,False,0.8233,False,5.810273708281616,30,323.25551060470906,10.775183686823636,162.61600695863805,0.5030571842516616,50.30571842516616,Co-Nb
Co-Nb-S,Co,Nb,S,Nb3CoS6_7116_POSCAR,35,local_max_drop,8.4532816155,-0.18954458855755,-0.1079373832766566,-0.0816072052808933,7.287312,14.283131,0.01573331,mp-7116,Nb3CoS6,Hexagonal,P6_322,182,0.0,-1.2897839994999991,True,0.0,True,4.992891245105044,20,352.5636597480232,17.62818298740116,185.80600404553732,0.527014055215823,52.7014055215823,Co-Nb
Co-Ni-O,Co,Ni,O,CoNiO2_1238777_POSCAR,35,global_gradient_fallback,3.6171996,-0.056974999957414,-0.0404092471995128,-0.0165657527579011,2.411466,7.385116,0.00997434,mp-1238777,CoNiO2,Tetragonal,P4/mmm,123,0.250231175625001,-0.9947270474999992,False,0.0,True,6.476261952015926,4,38.36454047008031,9.591135117520077,18.774124187530965,0.4893613727022876,48.93613727022876,Co-Ni
Co-Ni-S,Co,Ni,S,Co_NiS2_2_674858_POSCAR,35,global_gradient_fallback,8.4412051901,-0.099027710589077,-0.0882635550160859,-0.010764155572991,7.791882,15.908425,0.01031901,mp-674858,Co(NiS2)2,Orthorhombic,Fdd2,43,0.113488860714266,-0.597258517142855,False,0.0,True,5.027884284906634,14,201.1848133931996,14.370343813799971,87.49648861754893,0.4349060306383269,43.49060306383269,Co-Ni
Co-Rh-O,Co,Rh,O,Co_RhO3_2_1226570_POSCAR,35,global_gradient_fallback,6.7147856876,-0.037379202165584,-0.0321934037949643,-0.0051857983706196,4.132176,12.654788,0.00461657,mp-1226570,Co(RhO3)2,Monoclinic,C2/m,12,0.148583944444443,-1.021530094444444,False,0.0,True,2.453578124543232,9,244.1429700853245,27.126996676147165,39.5921434227462,0.1621678617611201,16.216786176112016,Co-Rh
Co-Rh-S,Co,Rh,S,Co8RhS8_1188878_POSCAR,35,local_max_drop,8.4890131391,-0.14576792136149,-0.087884287155483,-0.0578836342060069,7.882655,14.855773,0.01082663,mp-1188878,Co8RhS8,Cubic,Fm-3m,225,0.0,-0.732440719411764,True,0.0,True,5.684765663163438,17,242.706058449,14.276826967588237,117.81934197192746,0.4854404654125472,48.54404654125473,Co-Rh
Co-Ru-O,Co,Ru,O,Co2RuO4_754049_POSCAR,35,local_max_drop,7.6305397759,-0.26961734804316,-0.1768148284924552,-0.0928025195507047,6.409653,14.955858,0.02211239,mp-754049,Co2RuO4,Monoclinic,C2/c,15,0.389865223928572,-0.961607673214286,False,0.0,True,6.018570824814034,28,312.24884255562034,11.15174437698644,138.44574918801487,0.4433827458090698,44.338274580906976,Co-Ru
Co-Sc-O,Co,Sc,O,ScCoO3_754124_POSCAR,35,local_max_drop,7.0161140422,-0.16460836974546,-0.0774552991531625,-0.0871530705922974,6.264388,12.2782,0.01216851,mp-754124,ScCoO3,Orthorhombic,Pnma,62,0.069466608589287,-2.529875858499999,False,0.0,True,4.860949832328608,20,207.5436409696248,10.37718204848124,130.2858518278045,0.6277515958529059,62.77515958529059,Co-Sc
Co-Ta-O,Co,Ta,O,Ta2Co4O9_863438_POSCAR,35,local_max_drop,6.249516336,-0.20985425737504,-0.1481138987872047,-0.0617403585878352,5.98912,12.759429,0.02014494,mp-863438,Ta2Co4O9,Trigonal,P-3c1,165,0.01773443916668,-2.236345993311112,False,2.0509,False,7.325176331153413,30,336.23605570414867,11.207868523471625,171.028035978855,0.5086546581706906,50.86546581706906,Co-Ta
Co-Ta-S,Co,Ta,S,Ta9_CoS3_2_1189705_POSCAR,35,local_max_drop,4.8311029675,-0.21034912005602,-0.0972138120940278,-0.1131353079619921,4.164744,8.162898,0.02177662,mp-1189705,Ta9(CoS3)2,Hexagonal,P-62m,189,0.005008001176468,-0.917589496529411,False,0.0,True,10.809770938268388,17,297.82611400389425,17.519183176699663,231.0683368393144,0.7758498196578323,77.58498196578323,Co-Ta
Co-Tc-O,Co,Tc,O,Co2TcO4_36069_POSCAR,35,local_max_drop,6.6165373009,-0.15685437293073,-0.0889880395399776,-0.0678663333907524,5.557891,12.968413,0.01266497,mp-36069,Co2TcO4,Orthorhombic,Imma,74,0.052511556785713,-1.481405397857143,False,0.0,True,5.893820005460411,14,157.6991111590218,11.264222225644415,69.76228186383864,0.4423758723249316,44.23758723249316,Co-Tc
Co-Ti-O,Co,Ti,O,TiCo5O12_1306974_POSCAR,35,local_max_drop,7.1845412379,-0.14463604094709,-0.0747386825695493,-0.0698973583775406,6.19357,12.139397,0.01062003,mp-1306974,TiCo5O12,Monoclinic,Cm,8,0.101776342361112,-1.376593449629629,False,0.0,True,3.963842588101981,36,447.8487277350265,12.44024243708407,147.0083735936742,0.3282545299104946,32.82545299104946,Co-Ti
Co-Ti-S,Co,Ti,S,Ti3CoS6_1208259_POSCAR,35,local_max_drop,8.064096152,-0.15859160648226,-0.0869620078162527,-0.0716295986660072,7.488089,14.112168,0.01154524,mp-1208259,Ti3CoS6,Hexagonal,P6_322,182,0.059343372888879,-1.431512806499999,False,0.0,True,3.990810903174556,20,328.6485229280394,16.432426146401973,177.89059799199995,0.5412791647657905,54.12791647657905,Co-Ti
Co-V-O,Co,V,O,V2CoO6_1078719_POSCAR,35,global_gradient_fallback,11.027401267,-0.013504488753896,-0.0107902817202571,-0.0027142070336388,10.659821,18.011422,0.00093872,mp-1078719,V2CoO6,Monoclinic,C2/m,12,0.27740069499994,-1.877947825555554,False,0.8815000000000001,False,2.358402696037397,9,180.82041196893476,20.091156885437197,45.60966727755783,0.2522373817254307,25.22373817254307,Co-V
Co-Y-O,Co,Y,O,Y2Co2O5_1187759_POSCAR,35,local_max_drop,5.2787098,-0.11120926216849,-0.036349304930242,-0.0748599572382479,4.524608,9.237742,0.00713256,mp-1187759,Y2Co2O5,Tetragonal,P4/mmm,123,0.435479104861109,-2.326374695,False,0.0,True,6.480963619833582,9,96.2546929571392,10.69496588412658,80.24143696221562,0.8336366206886758,83.36366206886758,Co-Y
Co-Zn-O,Co,Zn,O,ZnCoO2_1443384_POSCAR,35,global_gradient_fallback,3.5648459344,-0.11179626387032,-0.073030317081756,-0.0387659467885639,3.137064,6.987098,0.01892057,mp-1443384,ZnCoO2,Triclinic,P-1,2,0.25416001125,-1.277205118125,False,0.0,True,5.247563574335017,16,197.89018376306385,12.368136485191489,73.57553027160513,0.3717997976074344,37.17997976074344,Co-Zn
Co-Zr-O,Co,Zr,O,ZrCoO3_756665_POSCAR,35,local_max_drop,7.298880239,-0.15073875740527,-0.0802309372480622,-0.0705078201572078,6.040453,12.332591,0.01337257,mp-756665,ZrCoO3,Orthorhombic,Pnma,62,0.078509806999996,-2.7183933045,False,1.9991,False,5.75193460615361,20,228.82372412305963,11.44118620615298,137.7649367384505,0.6020570518481798,60.20570518481798,Co-Zr
Cr-Cu-O,Cr,Cu,O,Cr2CuO4_1103973_POSCAR,35,global_gradient_fallback,6.7761214922,-0.10641837651284,-0.0845387066441206,-0.0218796698687194,6.254881,12.770383,0.01275924,mp-1103973,Cr2CuO4,Tetragonal,I4_1/amd,141,0.023419502857128,-1.936370315714286,False,0.0,True,5.108807551994644,14,150.51427850938376,10.751019893527411,73.90022853311936,0.4909848372193611,49.09848372193611,Cr-Cu
Cr-Fe-O,Cr,Fe,O,Cr2FeO4_1104680_POSCAR,35,global_gradient_fallback,6.576437697,-0.10172255480281,-0.0960803525689031,-0.0056422022339069,6.31338,12.889818,0.0139577,mp-1104680,Cr2FeO4,Tetragonal,I4_1/amd,141,0.0,-2.180387279285714,True,0.0,True,4.772878466855058,14,155.74937971132684,11.124955693666204,73.90022853311936,0.4744816876323327,47.44816876323327,Cr-Fe
Cr-Fe-S,Cr,Fe,S,Cr12Fe3S20_1226707_POSCAR,35,local_max_drop,10.897542237,-0.32136291820839,-0.2138929614425455,-0.1074699567658444,10.119146,19.070699,0.02265664,mp-1226707,Cr12Fe3S20,Triclinic,P-1,2,0.044049386857142,-0.8939817408571411,False,0.0,True,4.66643641395626,35,509.8538947110113,14.567254134600324,260.8771502373418,0.5116704078238116,51.16704078238116,Cr-Fe
Cr-Hf-O,Cr,Hf,O,HfCrO3_756322_POSCAR,35,local_max_drop,6.3788452,-0.16463054949994,-0.1040721233206146,-0.0605584261793253,5.888165,12.02167,0.01628697,mp-756322,HfCrO3,Orthorhombic,Pnma,62,0.097289875666666,-3.103459338499999,False,1.7873,False,7.555903212417212,20,244.80676715117255,12.24033835755863,149.24629340364424,0.6096493783257306,60.96493783257306,Cr-Hf
Cr-Mn-O,Cr,Mn,O,Mn2CrO6_775006_POSCAR,35,global_gradient_fallback,8.5982889176,-0.054852736148118,-0.0339118589287701,-0.0209408772193478,7.324468,15.604302,0.00402854,mp-775006,Mn2CrO6,Monoclinic,C2/m,12,0.084567050370358,-1.813018519540231,False,0.0,True,4.092423041751529,9,104.6326012400716,11.62584458223018,40.974046255256255,0.391599231689217,39.1599231689217,Cr-Mn
Cr-Mn-S,Cr,Mn,S,Mn2Cr13S20_1222474_POSCAR,35,local_max_drop,10.745239488,-0.32734214702062,-0.2232810278155063,-0.1040611192051136,9.977722,18.804169,0.0242271,mp-1222474,Mn2Cr13S20,Triclinic,P-1,2,0.04910998371429,-0.912423300738914,False,0.0,True,4.449170010785949,35,532.6381001239282,15.218231432112235,265.72338363114,0.4988816676263198,49.88816676263198,Cr-Mn
Cr-Mo-O,Cr,Mo,O,CrMoO3_1226313_POSCAR,35,global_gradient_fallback,5.0925237241,-0.037482810234895,-0.0263656638038839,-0.011117146431011,4.700791,9.597449,0.00527992,mp-1226313,CrMoO3,Trigonal,R3,146,0.444497286249998,-1.6484964329999992,False,0.0,True,5.39333395535818,5,60.32568406488097,12.065136812976194,30.16084351562799,0.4999668712117654,49.99668712117654,Cr-Mo
Cr-Nb-S,Cr,Nb,S,Nb3CrS6_1189260_POSCAR,35,local_max_drop,8.416256025,-0.18529186950041,-0.1034522913572666,-0.0818395781431433,7.255393,14.220571,0.0150186,mp-1189260,Nb3CrS6,Hexagonal,P6_322,182,0.0,-1.382076497499998,True,0.0,True,4.872158125248628,20,356.57163162506555,17.828581581253278,191.54668237813425,0.5371899090939046,53.71899090939046,Cr-Nb
Cr-Ni-O,Cr,Ni,O,Cr3_NiO6_2_776211_POSCAR,35,local_max_drop,7.3787854,-0.55444671274708,-0.4897423100708513,-0.0647044026762287,6.944739,21.268264,0.03286315,mp-776211,Cr3(NiO6)2,Monoclinic,P2_1/c,14,0.093293563558821,-1.3581772527941172,False,0.0108,False,3.200295099279091,68,965.862902458516,14.203866212625236,256.6900187934762,0.265762374908587,26.576237490858706,Cr-Ni
Cr-Ni-S,Cr,Ni,S,Cr11NiS16_1226263_POSCAR,35,local_max_drop,9.3701018334,-0.25678132616205,-0.1854894503064831,-0.0712918758555668,9.023061,17.005,0.02185686,mp-1226263,Cr11NiS16,Triclinic,P-1,2,0.013053152738095,-0.933679667142856,False,0.0,True,4.091222461151076,28,464.1993372277237,16.578547758132988,209.31566027933445,0.4509176198514256,45.09176198514256,Cr-Ni
Cr-Sc-O,Cr,Sc,O,ScCrO3_18961_POSCAR,35,local_max_drop,7.1244376,-0.23683707342353,-0.1133655943533122,-0.1234714790702177,6.615549,12.467766,0.01849654,mp-18961,ScCrO3,Orthorhombic,Pnma,62,0.036846917874999,-3.130813287000001,False,2.417799999999999,False,4.631233740587391,20,207.88887214092208,10.394443607046105,141.76720849299815,0.6819374554925581,68.19374554925581,Cr-Sc
Cr-Tc-O,Cr,Tc,O,CrTcO3_1183695_POSCAR,35,global_gradient_fallback,4.2818798,-0.066739774742646,-0.0515238264558259,-0.01521594828682,3.114094,9.536914,0.00925667,mp-1183695,CrTcO3,Cubic,Pm-3m,221,0.6304814391249991,-1.40032656,False,0.0,True,5.574121430837644,5,58.98279651663666,11.796559303327331,28.168064274812707,0.4775640684799954,47.75640684799954,Cr-Tc
Cr-Ti-O,Cr,Ti,O,TiCrO4_755596_POSCAR,35,global_gradient_fallback,4.9385047947,-0.02599437096606,-0.0207657233496685,-0.0052286476163914,4.585754,8.642383,0.0045779,mp-755596,TiCrO4,Tetragonal,I-4m2,119,0.074640174583334,-2.703237982222222,False,0.0,True,3.965585977114387,6,68.61459952031653,11.435766586719422,33.22382095465435,0.4842092089281509,48.42092089281509,Cr-Ti
Cr-Ti-S,Cr,Ti,S,TiCrS2_1216903_POSCAR,35,global_gradient_fallback,4.643303967,-0.042242675786589,-0.0325872020206628,-0.0096554737659261,4.127381,8.426737,0.00763988,mp-1216903,TiCrS2,Trigonal,P-3m1,164,0.091667498333331,-1.199996959583332,False,0.0,True,4.482065069763771,4,60.75702731375437,15.189256828438593,38.10487576142498,0.627168204998711,62.7168204998711,Cr-Ti
Cr-V-O,Cr,V,O,V3CrO8_755402_POSCAR,35,global_gradient_fallback,8.8851272178,-0.049747717642091,-0.0388451861946337,-0.0109025314474572,7.353209,15.012801,0.00513891,mp-755402,V3CrO8,Monoclinic,Cm,8,0.063060493072896,-2.379505033333333,False,0.044599999999999,False,3.82938002914758,12,144.31935032160848,12.026612526800706,65.89100195657504,0.456563875944149,45.6563875944149,Cr-V
Cr-V-S,Cr,V,S,V_CrS2_2_1025224_POSCAR,35,global_gradient_fallback,7.8211164825,-0.05396170869178,-0.0490411829404546,-0.0049205257513253,6.662433,14.193878,0.00688233,mp-1025224,V(CrS2)2,Monoclinic,C2/m,12,0.027177101746032,-1.05589464142857,False,0.0,True,4.05259622159128,7,116.0377635139852,16.576823359140743,56.89765682052806,0.4903374134203353,49.03374134203353,Cr-V
Cr-Y-O,Cr,Y,O,YCr2O4_1388393_POSCAR,35,local_max_drop,7.1669590441,-0.14489403716823,-0.0860178137857409,-0.058876223382489,6.615655,13.506961,0.01229423,mp-1388393,YCr2O4,Trigonal,R-3m,166,0.192869100119041,-2.649898928571427,False,0.0,True,4.691464273172884,14,181.85591428544947,12.98970816324639,112.09388570293476,0.6163884531519113,61.638845315191126,Cr-Y
Cr-Y-S,Cr,Y,S,Y3CrS6_1207827_POSCAR,35,local_max_drop,5.276822236,-0.37384780063418,-0.2013006834921469,-0.172547117142033,4.52299,9.234439,0.04451361,mp-1207827,Y3CrS6,Orthorhombic,Pnnm,58,0.003718463499999,-2.0134434955,False,0.0,True,4.236869337938178,40,801.2591469907037,20.03147867476759,506.1460806790911,0.6316883652187043,63.16883652187043,Cr-Y
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1409107_POSCAR,35,global_gradient_fallback,7.1610908619,-0.098289998230737,-0.0908103821410433,-0.0074796160896936,6.588204,14.035738,0.01207286,mp-1409107,ZnCr2O4,Monoclinic,C2/m,12,0.231613394285713,-2.045625323571428,False,0.0,True,4.952711270129655,14,156.5073370134502,11.17909550096073,69.84447430523694,0.4462696486825696,44.62696486825696,Cr-Zn
Cr-Zr-O,Cr,Zr,O,ZrCrO4_1650178_POSCAR,35,global_gradient_fallback,6.7061586184,-0.11679684922791,-0.1096999822839154,-0.0070968669439945,5.748136,11.735778,0.01895398,mp-1650178,ZrCrO4,Triclinic,P1,1,0.062127835,-2.8685314733333342,False,1.27,False,4.9476607748721015,24,278.18648216781435,11.59110342365893,154.06333511850528,0.5538131612936084,55.38131612936083,Cr-Zr
Cu-Fe-O,Cu,Fe,O,Fe2CuO4_33546_POSCAR,35,global_gradient_fallback,6.5573706041,-0.080299922253014,-0.0687341035149289,-0.011565818738085,6.032781,12.852446,0.00993928,mp-33546,Fe2CuO4,Orthorhombic,Imma,74,0.120686992857136,-1.368033957142857,False,0.0,True,5.145688082889789,14,154.40373848662907,11.028838463330649,67.43858400805502,0.4367678183769819,43.676781837698194,Cu-Fe
